id,externalId,ownerId,name,product,amount,closed,status,created_date,closed
29320,27441,592,Owens - New Deal,Data Aggregation,538,False,Lost,2021-07-10 19:44:46,
29340,27522,464,Ellis - New Deal,Data Enrichment,366,False,Lost,2021-04-25 22:56:07,
29420,27560,531,Petty - New Deal,Data Aggregation,351,True,Closed,2021-11-06 11:00:57,2021-11-15T04:44:53
29479,27614,445,Hudson - New Deal,Data Aggregation,563,True,Closed,2021-09-28 09:43:08,2021-10-08T12:27:48
29543,27652,409,Berry - New Deal,Data Aggregation,486,False,Lost,2021-07-07 00:19:14,
29610,27656,592,Gillespie - New Deal,Payments,842,True,Closed,2021-04-20 02:38:29,2021-06-05T00:50:40
29692,27688,592,Coffey - New Deal,Payments,2023,False,Lost,2021-03-05 18:54:54,
29719,27719,445,Santana - New Deal,Payments,793,False,Lost,2021-11-10 05:05:56,
29734,27794,445,Skinner - New Deal,Data Aggregation,348,False,Lost,2021-04-25 07:13:21,
29795,27808,397,Harvey - New Deal,Data Aggregation,537,True,Closed,2021-02-25 13:36:22,2021-03-01T05:11:39
29862,27822,592,Martinez - New Deal,Data Enrichment,492,False,Lost,2021-11-13 14:27:13,
29951,27858,445,Mcdaniel - New Deal,Data Enrichment,446,True,Closed,2021-02-24 10:25:53,2021-03-30T11:37:20
29964,27914,531,Fox - New Deal,Data Aggregation,737,False,Lost,2021-10-30 11:33:47,
30056,27975,445,Fisher - New Deal,Data Aggregation,482,True,Closed,2021-03-25 10:00:14,2021-03-27T09:26:42
30125,27984,592,Small - New Deal,Data Aggregation,631,False,Lost,2021-04-18 05:53:37,
30213,28022,397,Thomas - New Deal,Data Aggregation,515,True,Closed,2021-01-24 20:37:07,2021-01-29T05:45:40
30272,28044,592,Smith - New Deal,Data Aggregation,358,True,Closed,2021-02-14 15:51:23,2021-03-02T16:18:47
30292,28137,531,Watson - New Deal,Data Aggregation,338,False,Lost,2021-11-13 16:14:27,
30371,28187,464,Lam - New Deal,Data Aggregation,666,True,Closed,2021-04-05 17:33:11,2021-04-10T01:45:13
30465,28258,445,Frank - New Deal,Data Aggregation,442,False,Lost,2021-09-20 20:26:35,
30499,28290,397,Sweeney - New Deal,Data Aggregation,864,False,Lost,2021-09-14 16:34:03,
30573,28297,445,Scott - New Deal,Data Aggregation,545,False,Lost,2021-01-06 04:34:17,
30619,28318,397,Howard - New Deal,Payments,491,True,Closed,2021-11-05 03:16:56,2021-12-02T13:22:38
30627,28403,445,Nelson - New Deal,Data Enrichment,347,True,Closed,2021-12-13 10:19:59,2022-01-07T09:43:47
30668,28422,445,Davis - New Deal,Data Enrichment,335,False,Lost,2021-05-07 18:43:41,
30685,28435,592,Baldwin - New Deal,Data Enrichment,334,False,Lost,2021-07-28 06:07:40,
30749,28466,409,Stevens - New Deal,Data Aggregation,310,False,Lost,2021-09-25 10:13:58,
30812,28559,464,Garcia - New Deal,Data Aggregation,438,False,Lost,2021-03-27 17:36:45,
30905,28611,464,Rodriguez - New Deal,Data Aggregation,540,False,Lost,2021-04-22 02:46:01,
31001,28672,592,Avila - New Deal,Payments,419,False,Lost,2021-11-14 06:46:18,
31087,28761,464,Tyler - New Deal,Data Aggregation,354,True,Closed,2021-06-03 12:24:54,2021-06-29T23:29:14
31125,28828,592,Anderson - New Deal,Data Aggregation,336,False,Lost,2021-06-18 11:48:07,
31217,28928,397,Ellison - New Deal,Payments,1697,True,Closed,2021-05-04 03:13:44,2021-06-16T14:24:13
31308,28986,592,Bennett - New Deal,Data Aggregation,508,True,Closed,2021-05-22 11:33:09,2021-06-04T02:57:32
31376,29082,531,Snyder - New Deal,Data Aggregation,485,True,Closed,2021-02-14 14:41:59,2021-02-24T09:19:30
31465,29160,397,Francis - New Deal,Data Aggregation,478,True,Closed,2021-12-05 11:27:45,2021-12-17T11:54:13
31554,29237,445,Mitchell - New Deal,Data Aggregation,476,False,Lost,2021-11-09 15:52:17,
31611,29276,531,Reyes - New Deal,Data Aggregation,483,False,Lost,2021-06-20 14:04:07,
31702,29316,592,Franco - New Deal,Data Enrichment,312,True,Closed,2021-12-22 16:52:56,2022-01-17T07:32:57
31796,29372,464,Lopez - New Deal,Data Aggregation,498,False,Lost,2021-04-06 00:43:27,
31817,29386,445,Martin - New Deal,Data Aggregation,568,True,Closed,2021-10-25 05:29:38,2021-11-12T23:24:50
31822,29409,409,Johnson - New Deal,Payments,1178,False,Lost,2021-03-21 03:47:27,
31911,29501,409,Campbell - New Deal,Payments,1186,False,Lost,2021-07-21 13:35:03,
32002,29517,397,Snyder - New Deal,Data Aggregation,429,True,Closed,2021-11-07 05:33:31,2021-12-06T13:07:59
32010,29578,409,Anderson - New Deal,Data Aggregation,793,False,Lost,2021-07-27 01:22:18,
32041,29677,531,Neal - New Deal,Data Aggregation,713,True,Closed,2021-06-27 08:10:58,2021-07-02T09:32:21
32061,29730,464,Carter - New Deal,Data Aggregation,459,False,Lost,2021-03-27 10:21:53,
32102,29830,592,Rubio - New Deal,Data Aggregation,309,True,Closed,2021-03-15 08:01:34,2021-03-31T20:39:36
32185,29883,397,Carroll - New Deal,Data Aggregation,813,True,Closed,2021-02-04 03:07:55,2021-02-28T18:36:01
32263,29939,409,Rodriguez - New Deal,Data Aggregation,432,False,Lost,2021-02-23 15:55:34,
32268,30003,397,Eaton - New Deal,Data Aggregation,382,True,Closed,2021-01-05 15:16:27,2021-01-17T20:32:06
32283,30061,592,King - New Deal,Data Enrichment,311,False,Lost,2021-03-18 04:58:58,
32297,30111,397,Bowen - New Deal,Data Aggregation,408,True,Closed,2021-10-27 03:37:38,2021-11-08T10:51:42
32321,30157,397,Jacobs - New Deal,Payments,1657,True,Closed,2021-12-21 02:13:47,2022-01-29T09:35:37
32381,30207,409,Dominguez - New Deal,Data Aggregation,370,True,Closed,2021-08-14 16:49:40,2021-08-21T16:30:51
32407,30233,409,Smith - New Deal,Data Aggregation,571,True,Closed,2021-05-31 20:40:09,2021-06-11T06:54:49
32421,30301,464,Walker - New Deal,Data Enrichment,362,False,Lost,2021-07-07 17:24:25,
32520,30374,409,Moran - New Deal,Data Enrichment,765,False,Lost,2021-12-03 20:32:43,
32584,30439,531,Hudson - New Deal,Payments,1350,True,Closed,2021-02-01 04:42:42,2021-02-17T06:24:02
32615,30492,397,Gonzalez - New Deal,Data Aggregation,430,True,Closed,2021-09-26 14:40:43,2021-10-16T01:22:45
32706,30558,464,Nguyen - New Deal,Data Aggregation,323,True,Closed,2021-04-19 10:09:51,2021-05-13T19:40:57
32760,30571,464,Liu - New Deal,Data Aggregation,948,True,Closed,2021-04-21 02:00:54,2021-05-16T00:42:04
32796,30601,531,Kramer - New Deal,Data Aggregation,835,True,Closed,2021-10-07 13:21:43,2021-10-26T08:42:57
32852,30650,592,Garcia - New Deal,Data Aggregation,538,False,Lost,2021-07-08 03:27:28,
32869,30738,592,Wallace - New Deal,Data Aggregation,437,False,Lost,2021-04-14 01:09:26,
32900,30750,592,Allen - New Deal,Payments,646,False,Lost,2021-12-26 21:57:10,
32907,30843,531,Sanchez - New Deal,Payments,1903,False,Lost,2021-01-16 19:18:42,
32968,30852,464,Kent - New Deal,Data Enrichment,563,False,Lost,2021-11-22 09:10:48,
33012,30874,464,Jones - New Deal,Data Aggregation,357,False,Lost,2021-05-25 08:06:14,
33089,30941,397,Mcguire - New Deal,Data Aggregation,350,True,Closed,2021-05-11 06:59:04,2021-06-04T04:18:57
33179,30976,409,Hale - New Deal,Data Aggregation,314,True,Closed,2021-05-10 18:39:29,2021-05-28T03:00:59
33204,30992,409,Howard - New Deal,Payments,2003,False,Lost,2021-05-15 02:19:14,
33277,31034,445,Pope - New Deal,Data Aggregation,392,False,Lost,2021-12-23 04:19:52,
33319,31050,531,Rodriguez - New Deal,Data Aggregation,370,True,Closed,2021-04-20 06:28:25,2021-04-30T20:48:06
33323,31142,592,Scott - New Deal,Data Aggregation,559,True,Closed,2021-08-19 15:30:23,2021-09-01T05:13:30
33421,31228,409,Rice - New Deal,Data Aggregation,478,True,Closed,2021-09-07 07:08:27,2021-09-13T22:57:47
33431,31246,464,Salazar - New Deal,Data Enrichment,413,False,Lost,2021-04-01 11:04:44,
33490,31344,531,Weaver - New Deal,Data Aggregation,538,True,Closed,2021-11-05 13:28:28,2021-11-11T14:56:42
33551,31353,397,Jones - New Deal,Payments,1301,False,Lost,2021-06-10 06:58:43,
33621,31370,409,Hancock - New Deal,Data Aggregation,311,False,Lost,2021-08-23 13:53:12,
33625,31456,531,Moran - New Deal,Data Aggregation,747,True,Closed,2021-09-24 07:12:45,2021-10-21T12:12:19
33632,31491,397,Evans - New Deal,Data Aggregation,558,True,Closed,2021-08-11 19:17:19,2021-08-18T05:51:42
33729,31583,409,Rojas - New Deal,Data Enrichment,346,False,Lost,2021-03-29 18:48:24,
33820,31615,592,Martinez - New Deal,Payments,763,False,Lost,2021-11-24 19:22:03,
33845,31673,592,Wilkerson - New Deal,Data Aggregation,527,True,Closed,2021-01-21 04:47:24,2021-01-27T12:37:22
33922,31713,409,Thornton - New Deal,Data Aggregation,605,True,Closed,2021-09-19 22:23:47,2021-10-04T10:59:23
33964,31724,397,Estes - New Deal,Data Aggregation,570,True,Closed,2021-07-27 21:53:48,2021-08-17T16:30:17
34008,31782,397,Hicks - New Deal,Data Enrichment,380,False,Lost,2021-03-08 23:29:37,
34040,31851,397,Rush - New Deal,Data Aggregation,552,True,Closed,2021-03-30 01:25:16,2021-04-22T06:20:12
34097,31887,464,Richardson - New Deal,Data Aggregation,503,True,Closed,2021-11-29 19:46:08,2021-12-08T02:16:15
34155,31909,531,Carney - New Deal,Data Aggregation,335,False,Lost,2021-12-11 09:32:08,
34163,31977,445,Berry - New Deal,Data Aggregation,874,True,Closed,2021-02-02 23:31:54,2021-02-12T16:46:02
34255,32018,531,Castro - New Deal,Data Enrichment,472,True,Closed,2021-12-10 13:29:06,2021-12-26T20:34:27
34266,32055,592,Warren - New Deal,Data Aggregation,323,True,Closed,2021-05-07 10:32:01,2021-06-02T04:34:03
34308,32111,464,Jackson - New Deal,Data Aggregation,713,False,Lost,2021-02-18 16:49:09,
34375,32123,592,Butler - New Deal,Data Aggregation,381,True,Closed,2021-02-11 13:23:59,2021-03-02T20:53:09
34415,32198,445,Hernandez - New Deal,Data Aggregation,416,True,Closed,2021-02-16 02:33:08,2021-02-25T00:40:05
34495,32248,445,King - New Deal,Data Aggregation,491,True,Closed,2021-03-23 15:32:09,2021-04-08T05:58:44
34544,32346,397,Snyder - New Deal,Payments,996,False,Lost,2021-08-25 22:51:19,
34640,32397,445,Dixon - New Deal,Payments,607,False,Lost,2021-05-21 09:26:25,
34691,32480,531,Carter - New Deal,Data Aggregation,675,False,Lost,2021-08-23 22:26:09,
34756,32565,397,Jones - New Deal,Data Enrichment,355,False,Lost,2021-10-13 22:16:27,
34837,32606,397,Martin - New Deal,Payments,448,False,Lost,2021-06-02 16:51:31,
34857,32628,531,Davis - New Deal,Data Aggregation,594,True,Closed,2021-09-27 20:44:30,2021-10-21T04:56:14
34948,32704,397,Sawyer - New Deal,Data Aggregation,673,True,Closed,2021-10-06 18:23:10,2021-10-26T13:40:26
35035,32753,531,Taylor - New Deal,Data Aggregation,547,True,Closed,2021-02-16 02:53:16,2021-02-27T15:46:25
35101,32776,464,Martin - New Deal,Data Aggregation,325,False,Lost,2021-09-25 10:09:13,
35120,32821,409,Taylor - New Deal,Payments,593,False,Lost,2021-11-28 04:30:40,
35191,32888,445,Tucker - New Deal,Data Aggregation,387,True,Closed,2021-02-16 04:54:03,2021-03-05T06:45:25
35232,32947,592,Yates - New Deal,Data Aggregation,815,True,Closed,2021-11-15 02:13:01,2021-11-25T18:20:25
35292,33038,592,Rivera - New Deal,Payments,1001,False,Lost,2021-09-24 23:17:07,
35300,33068,592,Ramsey - New Deal,Data Aggregation,393,True,Closed,2021-02-22 23:37:06,2021-03-01T19:52:46
35337,33086,409,Smith - New Deal,Payments,1925,False,Lost,2021-04-10 12:57:29,
35376,33108,531,Suarez - New Deal,Payments,1096,False,Lost,2021-07-08 15:03:06,
35420,33171,531,Brennan - New Deal,Data Aggregation,399,False,Lost,2021-09-29 20:15:08,
35450,33196,397,Thompson - New Deal,Data Aggregation,638,False,Lost,2021-08-20 09:22:14,
35539,33278,531,Martin - New Deal,Data Aggregation,565,False,Lost,2021-01-19 01:38:29,
35629,33341,409,Hernandez - New Deal,Data Aggregation,770,False,Lost,2021-11-29 15:23:27,
35661,33352,409,Clark - New Deal,Data Aggregation,519,True,Closed,2021-07-25 10:06:42,2021-08-23T12:34:45
35673,33419,445,Baker - New Deal,Data Aggregation,654,False,Lost,2021-04-24 15:29:20,
35687,33499,592,Page - New Deal,Data Aggregation,321,True,Closed,2021-11-06 08:46:34,2021-11-29T20:07:45
35702,33521,397,Valdez - New Deal,Data Aggregation,424,False,Lost,2021-03-12 12:06:27,
35733,33525,445,Flores - New Deal,Data Aggregation,387,True,Closed,2021-07-26 17:43:39,2021-08-17T03:59:53
35823,33600,592,Campbell - New Deal,Data Aggregation,449,False,Lost,2021-03-20 20:23:26,
35836,33686,592,Hunt - New Deal,Data Aggregation,458,False,Lost,2021-03-01 14:19:47,
35890,33759,409,Perez - New Deal,Data Aggregation,647,False,Lost,2021-05-19 19:08:29,
35943,33805,464,Glover - New Deal,Payments,807,False,Lost,2021-04-05 08:40:53,
36031,33821,445,Cantu - New Deal,Data Aggregation,493,False,Lost,2021-03-23 05:46:42,
36076,33830,531,Mclean - New Deal,Data Enrichment,457,True,Closed,2021-10-14 05:26:28,2021-11-09T19:01:27
36130,33837,592,Patton - New Deal,Data Enrichment,675,False,Lost,2021-04-26 04:15:55,
36217,33881,592,Wang - New Deal,Data Aggregation,619,False,Lost,2021-07-17 04:18:39,
36293,33955,397,Vaughn - New Deal,Data Aggregation,612,True,Closed,2021-10-04 04:48:09,2021-10-21T18:15:46
36368,34005,409,Casey - New Deal,Payments,858,False,Lost,2021-06-28 15:40:27,
36425,34099,531,Quinn - New Deal,Data Enrichment,464,False,Lost,2021-11-13 12:53:54,
36432,34144,531,Armstrong - New Deal,Payments,933,False,Lost,2021-03-29 03:51:32,
36468,34214,409,Owens - New Deal,Data Aggregation,496,False,Lost,2021-09-26 14:36:55,
36504,34312,592,Monroe - New Deal,Data Enrichment,533,False,Lost,2021-08-02 23:47:59,
36552,34372,445,Townsend - New Deal,Data Aggregation,417,True,Closed,2021-08-17 11:26:58,2021-09-03T21:32:28
36624,34382,397,Taylor - New Deal,Data Aggregation,435,True,Closed,2021-12-09 15:54:20,2022-01-04T07:06:01
36688,34415,445,Kelley - New Deal,Payments,1941,False,Lost,2021-08-29 04:29:57,
36713,34454,445,Navarro - New Deal,Data Aggregation,729,False,Lost,2021-10-20 15:57:44,
36746,34495,464,Martinez - New Deal,Data Aggregation,543,False,Lost,2021-09-05 20:28:34,
36826,34530,409,Fleming - New Deal,Data Aggregation,393,False,Lost,2021-11-05 00:19:30,
36855,34573,531,Cruz - New Deal,Data Aggregation,605,False,Lost,2021-11-23 02:16:10,
36934,34672,409,Marsh - New Deal,Data Aggregation,541,False,Lost,2021-07-23 05:29:56,
36949,34753,592,Lawrence - New Deal,Data Enrichment,425,True,Closed,2021-12-01 11:14:00,2021-12-26T17:39:10
36972,34800,531,Mitchell - New Deal,Payments,1816,False,Lost,2021-08-08 08:53:00,
37008,34884,445,Blackwell - New Deal,Data Enrichment,325,False,Lost,2021-01-09 00:03:59,
37070,34916,531,Powers - New Deal,Data Aggregation,781,False,Lost,2021-05-08 16:48:58,
37169,34997,397,Jackson - New Deal,Data Aggregation,344,True,Closed,2021-03-08 04:54:12,2021-03-27T05:56:01
37179,35080,531,White - New Deal,Data Aggregation,558,True,Closed,2021-10-12 16:22:45,2021-10-22T09:37:08
37189,35098,464,Taylor - New Deal,Data Aggregation,534,False,Lost,2021-10-04 14:59:31,
37233,35187,592,Morse - New Deal,Data Aggregation,485,True,Closed,2021-03-27 09:59:52,2021-04-05T04:17:40
37284,35214,464,Cox - New Deal,Data Aggregation,726,False,Lost,2021-09-10 01:20:10,
37291,35249,531,Kim - New Deal,Data Aggregation,418,True,Closed,2021-11-25 00:46:18,2021-12-06T15:46:46
37370,35278,397,Martin - New Deal,Data Enrichment,510,False,Lost,2021-07-08 05:22:45,
37421,35328,464,Doyle - New Deal,Data Aggregation,452,True,Closed,2021-10-22 06:58:29,2021-10-31T12:28:22
37454,35362,464,Casey - New Deal,Data Aggregation,567,False,Lost,2021-02-02 02:46:19,
37468,35441,464,Kim - New Deal,Payments,1309,False,Lost,2021-11-06 19:23:59,
37508,35484,531,Walsh - New Deal,Payments,1359,False,Lost,2021-11-29 03:57:10,
37539,35505,397,Lynch - New Deal,Data Aggregation,538,False,Lost,2021-03-08 06:53:05,
37591,35582,592,Powell - New Deal,Data Aggregation,315,False,Lost,2021-03-20 07:59:19,
37660,35659,445,Bonilla - New Deal,Data Aggregation,390,False,Lost,2021-04-09 15:54:24,
37748,35721,464,Watkins - New Deal,Data Aggregation,448,False,Lost,2021-02-03 15:42:57,
37827,35744,531,Reed - New Deal,Data Enrichment,323,True,Closed,2021-02-24 20:17:20,2021-03-19T20:12:56
37865,35761,445,Williams - New Deal,Data Aggregation,334,True,Closed,2021-12-26 20:08:13,2022-01-21T11:30:40
37927,35823,464,King - New Deal,Data Aggregation,719,False,Lost,2021-05-03 15:32:48,
37963,35846,397,Dillon - New Deal,Data Enrichment,387,False,Lost,2021-10-19 09:07:20,
38007,35865,409,Long - New Deal,Data Aggregation,717,False,Lost,2021-12-06 13:13:26,
38079,35918,464,Mcbride - New Deal,Data Aggregation,766,False,Lost,2021-08-16 00:24:08,
38162,35972,531,Reed - New Deal,Data Aggregation,468,True,Closed,2021-01-07 19:09:46,2021-01-21T21:05:48
38226,36067,531,Bishop - New Deal,Data Aggregation,571,False,Lost,2021-11-02 10:16:35,
38326,36160,464,Beasley - New Deal,Data Aggregation,540,True,Closed,2021-10-12 23:58:46,2021-10-23T08:01:24
38408,36176,397,Tran - New Deal,Data Aggregation,489,True,Closed,2021-05-30 13:07:45,2021-06-19T15:25:58
38440,36229,397,Ward - New Deal,Data Aggregation,441,False,Lost,2021-06-29 19:43:42,
38535,36329,409,Rogers - New Deal,Data Aggregation,608,True,Closed,2021-10-30 08:15:26,2021-11-17T04:48:14
38544,36357,445,Beltran - New Deal,Data Enrichment,352,True,Closed,2021-06-04 18:09:36,2021-07-18T10:11:06
38616,36452,464,Kelly - New Deal,Data Enrichment,553,False,Lost,2021-01-24 11:22:42,
38649,36504,409,Knapp - New Deal,Data Aggregation,441,False,Lost,2021-10-06 02:14:58,
38698,36555,397,Meyer - New Deal,Data Aggregation,722,True,Closed,2021-04-11 02:29:32,2021-04-29T13:24:49
38721,36649,531,Burnett - New Deal,Data Aggregation,303,False,Lost,2021-10-11 22:58:00,
38779,36697,397,Harmon - New Deal,Data Aggregation,383,False,Lost,2021-12-31 22:29:51,
38849,36702,409,Reynolds - New Deal,Payments,702,True,Closed,2021-12-23 04:51:45,2022-01-11T07:50:44
38925,36762,592,Henry - New Deal,Data Aggregation,482,True,Closed,2021-05-18 11:23:53,2021-06-09T22:02:44
38973,36836,531,Parker - New Deal,Data Aggregation,403,True,Closed,2021-11-03 18:26:19,2021-11-17T16:16:29
39072,36867,592,Hurley - New Deal,Payments,452,False,Lost,2021-09-02 13:35:37,
39111,36924,409,Cline - New Deal,Payments,2613,False,Lost,2021-02-05 12:43:32,
39192,36939,592,Weeks - New Deal,Data Aggregation,566,True,Closed,2021-08-14 13:14:44,2021-08-30T06:30:07
39268,37012,592,Watkins - New Deal,Data Aggregation,304,False,Lost,2021-06-27 02:02:05,
39328,37040,445,Mendoza - New Deal,Data Aggregation,612,False,Lost,2021-05-31 01:28:08,
39392,37050,531,Davis - New Deal,Payments,429,False,Lost,2021-05-03 04:31:08,
39451,37091,397,Williamson - New Deal,Data Aggregation,619,True,Closed,2021-01-11 00:38:16,2021-01-23T17:40:07
39535,37166,531,Baxter - New Deal,Data Aggregation,522,False,Lost,2021-03-23 19:23:02,
39624,37189,531,Moore - New Deal,Data Aggregation,495,False,Lost,2021-01-02 00:48:59,
39644,37278,445,Williams - New Deal,Payments,2321,False,Lost,2021-08-16 12:35:51,
39705,37323,445,Moore - New Deal,Payments,886,True,Closed,2021-10-19 06:27:30,2021-11-17T02:24:58
39793,37340,592,Vasquez - New Deal,Payments,1064,True,Closed,2021-07-26 09:46:52,2021-08-30T07:36:36
39872,37375,464,Ellis - New Deal,Data Aggregation,366,False,Lost,2021-09-11 02:26:55,
39946,37443,592,Collins - New Deal,Data Aggregation,385,True,Closed,2021-07-16 01:09:31,2021-07-25T15:39:23
39964,37481,409,Mccoy - New Deal,Data Aggregation,361,True,Closed,2021-04-28 17:50:00,2021-05-10T15:40:42
40019,37519,531,Ware - New Deal,Data Aggregation,599,True,Closed,2021-03-08 19:29:37,2021-03-16T11:45:57
40033,37550,397,Lopez - New Deal,Data Aggregation,456,True,Closed,2021-09-19 17:14:15,2021-10-15T19:43:22
40040,37636,531,Peterson - New Deal,Payments,3438,False,Lost,2021-06-11 10:15:46,
40064,37650,397,Evans - New Deal,Payments,673,False,Lost,2021-08-25 16:10:03,
40100,37744,445,Baird - New Deal,Data Aggregation,551,False,Lost,2021-11-16 21:21:55,
40151,37748,397,Peters - New Deal,Data Aggregation,397,False,Lost,2021-01-14 19:37:31,
40203,37775,409,Giles - New Deal,Data Enrichment,646,True,Closed,2021-12-10 00:16:23,2022-01-13T06:26:42
40282,37832,464,Perez - New Deal,Payments,778,False,Lost,2021-08-12 18:24:02,
40286,37862,445,Lopez - New Deal,Data Aggregation,527,True,Closed,2021-11-16 03:03:18,2021-12-11T04:35:25
40311,37931,531,Carr - New Deal,Data Aggregation,619,False,Lost,2021-07-29 04:31:54,
40372,37971,531,Cooper - New Deal,Data Aggregation,451,False,Lost,2021-08-18 08:22:28,
40466,38068,592,Zimmerman - New Deal,Data Aggregation,494,True,Closed,2021-06-12 07:41:13,2021-07-02T08:15:51
40561,38163,464,Clark - New Deal,Data Aggregation,662,False,Lost,2021-10-14 07:23:53,
40590,38232,409,Davis - New Deal,Data Aggregation,338,False,Lost,2021-07-28 21:33:51,
40623,38305,445,Sanders - New Deal,Data Aggregation,728,True,Closed,2021-03-04 04:27:07,2021-03-17T17:04:48
40703,38321,592,Phillips - New Deal,Payments,757,False,Lost,2021-08-17 06:03:25,
40796,38380,445,Stanley - New Deal,Data Aggregation,430,False,Lost,2021-10-02 16:53:47,
40878,38461,445,Walker - New Deal,Data Aggregation,434,True,Closed,2021-11-17 15:48:23,2021-12-04T20:06:24
40929,38487,397,Clements - New Deal,Data Aggregation,443,True,Closed,2021-07-12 13:42:50,2021-07-18T17:15:12
41020,38585,592,Bell - New Deal,Payments,1213,True,Closed,2021-07-17 07:31:41,2021-09-01T08:55:02
41050,38625,445,Harris - New Deal,Data Aggregation,716,False,Lost,2021-05-28 07:09:09,
41138,38698,531,Fletcher - New Deal,Data Aggregation,395,True,Closed,2021-01-16 21:18:39,2021-02-02T18:58:28
41182,38731,464,Keller - New Deal,Data Aggregation,416,False,Lost,2021-04-29 14:25:47,
41260,38822,592,Hicks - New Deal,Data Aggregation,584,False,Lost,2021-08-04 03:42:40,
41309,38917,445,Oconnell - New Deal,Data Enrichment,541,False,Lost,2021-05-15 16:55:28,
41314,38961,531,Mann - New Deal,Data Aggregation,420,False,Lost,2021-05-06 04:20:04,
41344,39043,409,Harris - New Deal,Data Aggregation,445,False,Lost,2021-10-15 16:35:05,
41407,39061,531,Livingston - New Deal,Payments,703,False,Lost,2021-04-02 04:51:59,
41460,39140,464,Moss - New Deal,Data Aggregation,565,True,Closed,2021-09-14 23:53:51,2021-10-07T07:29:49
41464,39151,409,Alvarez - New Deal,Data Enrichment,400,False,Lost,2021-01-28 18:29:08,
41493,39179,592,Robles - New Deal,Data Enrichment,620,False,Lost,2021-02-08 19:03:21,
41532,39205,592,Nixon - New Deal,Data Aggregation,451,False,Lost,2021-03-19 17:31:32,
41589,39228,445,Luna - New Deal,Data Aggregation,457,True,Closed,2021-04-09 06:00:53,2021-04-22T09:26:44
41630,39250,464,Torres - New Deal,Data Aggregation,386,True,Closed,2021-10-26 09:08:10,2021-10-31T09:59:32
41691,39281,397,Smith - New Deal,Data Aggregation,357,False,Lost,2021-09-18 16:12:44,
41772,39326,397,Ali - New Deal,Data Aggregation,304,False,Lost,2021-10-27 11:42:24,
41826,39350,397,Robinson - New Deal,Payments,1433,True,Closed,2021-04-11 15:09:22,2021-04-27T09:11:02
41874,39419,592,Oconnor - New Deal,Data Aggregation,393,True,Closed,2021-01-16 23:58:34,2021-02-07T06:49:34
41908,39461,464,Castro - New Deal,Data Enrichment,797,True,Closed,2021-12-08 17:57:29,2022-01-11T10:40:28
41915,39514,445,Hall - New Deal,Data Aggregation,309,True,Closed,2021-02-21 05:18:35,2021-02-24T22:24:12
41922,39600,531,Odonnell - New Deal,Data Aggregation,433,False,Lost,2021-11-16 15:56:21,
41965,39611,531,Scott - New Deal,Payments,1798,True,Closed,2021-01-30 16:20:10,2021-03-18T04:03:23
42059,39619,531,Dixon - New Deal,Payments,2208,False,Lost,2021-10-12 00:59:30,
42117,39674,409,Brooks - New Deal,Data Aggregation,393,True,Closed,2021-01-15 05:06:15,2021-01-17T09:19:14
42157,39774,397,Doyle - New Deal,Data Enrichment,428,False,Lost,2021-01-24 08:50:19,
42220,39813,397,Kirk - New Deal,Data Aggregation,800,False,Lost,2021-04-14 10:50:19,
42267,39855,464,Palmer - New Deal,Data Aggregation,561,False,Lost,2021-09-12 06:16:29,
42338,39955,397,Keller - New Deal,Data Aggregation,593,False,Lost,2021-10-15 00:20:59,
42350,40004,409,Martinez - New Deal,Data Aggregation,428,True,Closed,2021-02-15 08:02:08,2021-03-10T22:44:41
42376,40067,445,Elliott - New Deal,Data Aggregation,467,False,Lost,2021-03-29 10:10:38,
42400,40125,531,Drake - New Deal,Data Aggregation,462,False,Lost,2021-11-06 17:25:07,
42482,40149,397,Mcclain - New Deal,Data Enrichment,402,False,Lost,2021-12-08 18:27:31,
42580,40156,592,Davenport - New Deal,Data Aggregation,417,True,Closed,2021-01-16 17:44:34,2021-02-13T15:36:38
42622,40247,464,Allen - New Deal,Payments,631,False,Lost,2021-06-10 18:56:58,
42698,40321,445,Park - New Deal,Data Aggregation,324,True,Closed,2021-08-11 10:33:23,2021-09-09T18:02:11
42786,40417,464,Moore - New Deal,Data Enrichment,350,True,Closed,2021-10-08 23:48:15,2021-10-22T02:39:16
42794,40482,592,Whitney - New Deal,Data Aggregation,404,False,Lost,2021-03-19 15:45:55,
42884,40553,464,Williams - New Deal,Data Aggregation,560,False,Lost,2021-05-09 17:12:03,
42954,40593,464,Mcguire - New Deal,Data Aggregation,666,True,Closed,2021-12-14 02:35:38,2021-12-17T07:37:41
43038,40637,397,Santos - New Deal,Data Aggregation,374,True,Closed,2021-10-14 20:45:12,2021-10-28T19:49:29
43048,40650,531,Hill - New Deal,Data Enrichment,307,False,Lost,2021-12-09 12:50:23,
43072,40708,464,Hernandez - New Deal,Payments,1021,True,Closed,2021-10-06 01:15:03,2021-11-12T12:07:23
43124,40793,397,Johnson - New Deal,Data Aggregation,504,True,Closed,2021-09-21 03:47:20,2021-09-28T15:40:00
43183,40872,531,Dawson - New Deal,Data Aggregation,440,True,Closed,2021-09-17 12:01:22,2021-10-02T16:18:14
43194,40953,445,Ware - New Deal,Data Aggregation,349,False,Lost,2021-07-28 13:37:59,
43216,40981,531,Roberts - New Deal,Data Aggregation,751,False,Lost,2021-12-27 04:31:58,
43316,41031,445,Olson - New Deal,Data Aggregation,441,True,Closed,2021-09-06 11:23:46,2021-09-27T02:50:48
